,dist,curvature
0,0.0,7.383522708146645e-05
1,0.01,0.009246603811645512
2,0.02,0.018381594078924375
3,0.03,0.027344578846510488
4,0.04,0.03614826481659028
5,0.05,0.04480468067893157
6,0.06,0.053325230733087994
7,0.07,0.06172074405426028
8,0.08,0.0700015196302984
9,0.09,0.07817736785213288
10,0.1,0.08625764869985443
11,0.11,0.0942513069311625
12,0.12,0.10216690454737062
13,0.13,0.1100126507841245
14,0.14,0.11779642984897495
15,0.15,0.1255258266057144
16,0.16,0.13320815038543596
17,0.17,0.14085045708630983
18,0.18,0.14845956970926727
19,0.19,0.15604209745908698
20,0.2,0.16360445353283562
21,0.21,0.1711528717008621
22,0.22,0.17869342177797962
23,0.23,0.1862320240720233
24,0.24,0.19377446288848857
25,0.25,0.20132639916204226
26,0.26,0.20889338227860202
27,0.27,0.2164808611450331
28,0.28,0.2240941945575155
29,0.29,0.23173866091405923
30,0.3,0.23941946731142538
31,0.31,0.2471417580619694
32,0.32,0.2549106226613236
33,0.33,0.2627311032336588
34,0.34,0.27060820147718384
35,0.35000000000000003,0.2785468851287143
36,0.36,0.28655209396246395
37,0.37,0.2946287453345976
38,0.38,0.3027817392816717
39,0.39,0.3110159631774807
40,0.4,0.3193362959500443
41,0.41000000000000003,0.32774761185584766
42,0.42,0.3362547838069422
43,0.43,0.3448626862411461
44,0.44,0.35357619752372466
45,0.45,0.3624002018645031
46,0.46,0.37133959073116596
47,0.47000000000000003,0.38039926373572064
48,0.48,0.38958412896735745
49,0.49,0.3988991027409783
50,0.5,0.4083491087266733
51,0.51,0.417939076421222
52,0.52,0.42767393891834027
53,0.53,0.43755862992996025
54,0.54,0.4475980800061194
55,0.55,0.45779721189631634
56,0.56,0.46816093499022293
57,0.5700000000000001,0.4786941387705567
58,0.58,0.48940168520584454
59,0.59,0.5002884000054109
60,0.6,0.5113590626537964
61,0.61,0.5226183951362865
62,0.62,0.5340710492623749
63,0.63,0.5457215924881973
64,0.64,0.5575744921348099
65,0.65,0.5696340978939572
66,0.66,0.5819046225090762
67,0.67,0.5943901205154418
68,0.68,0.607094464920553
69,0.6900000000000001,0.6200213217036638
70,0.7000000000000001,0.6331741220124363
71,0.71,0.646556031935109
72,0.72,0.6601699197284688
73,0.73,0.674018320385817
74,0.74,0.6881033974353257
75,0.75,0.7024269018677636
76,0.76,0.7169901281044383
77,0.77,0.7317938669313697
78,0.78,0.7468383553448033
79,0.79,0.7621232232767092
80,0.8,0.7776474371974411
81,0.81,0.793409240626597
82,0.8200000000000001,0.8094060916230508
83,0.8300000000000001,0.8256345973716539
84,0.84,0.8420904460374842
85,0.85,0.8587683361194683
86,0.86,0.8756619036039056
87,0.87,0.8927636472953281
88,0.88,0.9100648527869682
89,0.89,0.9275555156263199
90,0.9,0.9452242643321876
91,0.91,0.963058284027783
92,0.92,0.9810432415688879
93,0.93,0.9991632131656867
94,0.9400000000000001,1.0174006156197375
95,0.9500000000000001,1.0357361424215499
96,0.96,1.054148706076516
97,0.97,1.072615388144489
98,0.98,1.091111398586941
99,0.99,1.1096100461110765
100,1.0,1.1280827212775801
101,1.01,1.1464988941922636
102,1.02,1.1648261286260995
103,1.03,1.1830301143967352
104,1.04,1.2010747197916387
105,1.05,1.2189220657125204
106,1.06,1.2365326230672908
107,1.07,1.2538653347248239
108,1.08,1.270877763075922
109,1.09,1.2875262639090768
110,1.1,1.303766186912055
111,1.11,1.31955210265234
112,1.12,1.3348380553755252
113,1.1300000000000001,1.337520078565184
114,1.1400000000000001,1.322630863958247
115,1.1500000000000001,1.3072393936653244
116,1.16,1.2913906014289078
117,1.17,1.2751289817202844
118,1.18,1.2584983396736047
119,1.19,1.2415415654672788
120,1.2,1.2243004339269508
121,1.21,1.2068154296224824
122,1.22,1.1891255972829702
123,1.23,1.1712684169610332
124,1.24,1.1532797030434374
125,1.25,1.135193525930148
126,1.26,1.117042154986914
127,1.27,1.0988560212147531
128,1.28,1.080663697969102
129,1.29,1.0624918979971967
130,1.3,1.044365485038957
131,1.31,1.0263074982487208
132,1.32,1.0083391877368053
133,1.33,0.9904800595956093
134,1.34,0.9727479288596556
135,1.35,0.9551589789474982
136,1.36,0.9377278262418817
137,1.37,0.9204675885788178
138,1.3800000000000001,0.9033899565331481
139,1.3900000000000001,0.8865052665050014
140,1.4000000000000001,0.869822574725952
141,1.41,0.8533497314140606
142,1.42,0.8370934544117735
143,1.43,0.8210594017389564
144,1.44,0.8052522425844701
145,1.45,0.7896757263434633
146,1.46,0.7743327493833967
147,1.47,0.7592254192901257
148,1.48,0.7443551164063006
149,1.49,0.7297225525279589
150,1.5,0.7153278266721053
151,1.51,0.7011704778685895
152,1.52,0.6872495349644069
153,1.53,0.6735635634577601
154,1.54,0.660110709403687
155,1.55,0.6468887404532265
156,1.56,0.6338950841041463
157,1.57,0.6211268632540078
158,1.58,0.6085809291560496
159,1.59,0.5962538918853403
160,1.6,0.5841421484274092
161,1.61,0.572241908504427
162,1.62,0.5605492182550498
163,1.6300000000000001,0.5490599818838522
164,1.6400000000000001,0.5377699813949116
165,1.6500000000000001,0.5266748945216718
166,1.6600000000000001,0.515770310962213
167,1.67,0.5050517470253433
168,1.68,0.4945146587887104
169,1.69,0.4841544538657719
170,1.7,0.47396650187359934
171,1.71,0.46394614368869214
172,1.72,0.45408869957300485
173,1.73,0.44438947624734176
174,1.74,0.43484377298439053
175,1.75,0.4254468867886676
176,1.76,0.41619411672589907
177,1.77,0.4070807674596142
178,1.78,0.3981021520481393
179,1.79,0.38925359405079324
180,1.8,0.3805304289876996
181,1.81,0.37192800519355357
182,1.82,0.3634416841016487
183,1.83,0.35506683999056965
184,1.84,0.3467988592222824
185,1.85,0.3386331389966967
186,1.86,0.33056508564430226
187,1.87,0.32259011247509944
188,1.8800000000000001,0.31470363719870853
189,1.8900000000000001,0.30690107892738266
190,1.9000000000000001,0.29917785477038084
191,1.9100000000000001,0.29152937602514983
192,1.92,0.283951043967556
193,1.93,0.27643824524037364
194,1.94,0.2689863468361003
195,1.95,0.26159069066700336
196,1.96,0.2542465877121092
197,1.97,0.2469493117275171
198,1.98,0.23969409250301135
199,1.99,0.23247610864438267
200,2.0,0.2252904798571174
201,2.0100000000000002,0.2181322587031791
202,2.02,0.21099642179837444
203,2.0300000000000002,0.20387786041334388
204,2.04,0.19677137043635914
205,2.05,0.18967164165089243
206,2.06,0.18257324627528493
207,2.07,0.17547062670563787
208,2.08,0.16835808239633024
209,2.09,0.1612297558051382
210,2.1,0.15407961732177716
211,2.11,0.14690144908969363
212,2.12,0.13968882762093218
213,2.13,0.13243510509287743
214,2.14,0.12513338920332104
215,2.15,0.11777652144661357
216,2.16,0.11035705365832693
217,2.17,0.10286722265871892
218,2.18,0.09529892280606815
219,2.19,0.0876436762493891
220,2.2,0.07989260064577199
221,2.21,0.07203637408023716
222,2.22,0.06406519689516428
223,2.23,0.05596875010237253
224,2.24,0.047736149994789256
225,2.25,0.03999149331694216
226,2.2600000000000002,0.040004362513134516
227,2.27,0.04000640353394193
228,2.2800000000000002,0.039997327633613404
229,2.29,0.039976849231667125
230,2.3000000000000003,0.039944686574895645
231,2.31,0.03990056242330437
232,2.32,0.03984420475725436
233,2.33,0.03977534750437256
234,2.34,0.03969373128459209
235,2.35,0.03959910417149021
236,2.36,0.03949122246789936
237,2.37,0.039369851493570675
238,2.38,0.039234766382476076
239,2.39,0.03908575288714402
240,2.4,0.03892260818723731
241,2.41,0.038745141699400465
242,2.42,0.038553175885232105
243,2.43,0.038346547054075295
244,2.44,0.0381251061571679
245,2.45,0.037888719569560636
246,2.46,0.03763726985608624
247,2.47,0.03737065651756712
248,2.48,0.03708879671336153
249,2.49,0.03679162595629244
250,2.5,0.03647909877596499
251,2.5100000000000002,0.03615118934646997
252,2.52,0.03580789207448723
253,2.5300000000000002,0.03544922214384674
254,2.54,0.03507521601268311
255,2.5500000000000003,0.034685931859422
256,2.56,0.034281449973974774
257,2.57,0.033861873090685765
258,2.58,0.03342732665977532
259,2.59,0.03297795905425351
260,2.6,0.03251394170953817
261,2.61,0.03203546919330431
262,2.62,0.031542759203406455
263,2.63,0.031036052492065338
264,2.64,0.030515612714871746
265,2.65,0.029981726203559107
266,2.66,0.02943470166189829
267,2.67,0.02887486978449828
268,2.68,0.028302582798731584
269,2.69,0.027718213930450472
270,2.7,0.02712215679461152
271,2.71,0.026514824712378947
272,2.72,0.02589664995672756
273,2.73,0.02526808292900724
274,2.74,0.024629591269364662
275,2.75,0.02398165890433385
276,2.7600000000000002,0.023324785035302133
277,2.77,0.022659483071935736
278,2.7800000000000002,0.021986279515013037
279,2.79,0.021305712793279967
280,2.8000000000000003,0.020618332059755894
281,2.81,0.019924695952108377
282,2.82,0.019225371323246365
283,2.83,0.018520931947396083
284,2.84,0.01781195720757713
285,2.85,0.017099030770334332
286,2.86,0.016382739253639155
287,2.87,0.015663670893873518
288,2.88,0.014942414217767937
289,2.89,0.014219556725073532
290,2.9,0.013495683587625392
291,2.91,0.012771376370285612
292,2.92,0.01204721177905139
293,2.93,0.011323760441375954
294,2.94,0.010601585723477934
295,2.95,0.00988124258912049
296,2.96,0.009163276504011617
297,2.97,0.008448222389635131
298,2.98,0.00773660362995671
299,2.99,0.0070289311340673835
300,3.0,0.0063257024574404535
301,3.0100000000000002,0.005627400984077815
302,3.02,0.004934495171422278
303,3.0300000000000002,0.004247437859510194
304,3.04,0.0035666656454433313
305,3.0500000000000003,0.0028925983238440836
306,3.06,0.002225638393746369
307,3.0700000000000003,0.0015661706314451748
308,3.08,0.0009145617295316464
309,3.09,0.00027116000078881053
310,3.1,0.000363704853840893
311,3.11,0.000989721914639851
312,3.12,0.0016065991514857432
313,3.13,0.0022140634731768623
314,3.14,0.002811860719378197
315,3.15,0.003399755598517421
316,3.16,0.003977531572882014
317,3.17,0.004544990694400543
318,3.18,0.005101953393562379
319,3.19,0.005648258224385272
320,3.2,0.0061837615683731795
321,3.21,0.006708337300457637
322,3.22,0.007221876419953641
323,3.23,0.007724286649564614
324,3.24,0.008215492005476421
325,3.25,0.008695432341495033
326,3.2600000000000002,0.009164062869828911
327,3.27,0.006978621835565981
328,3.2800000000000002,0.0009637231487919815
329,3.29,0.004940193383989561
330,3.3000000000000003,0.010737606522500788
331,3.31,0.016432800725634116
332,3.3200000000000003,0.022029875873643467
333,3.33,0.027532756508230668
334,3.34,0.032945200537461784
335,3.35,0.03827080744027617
336,3.36,0.043513026005113684
337,3.37,0.04867516162668741
338,3.38,0.05376038319074972
339,3.39,0.058771729570932914
340,3.4,0.06371211576126105
341,3.41,0.06858433866623609
342,3.42,0.07339108256900474
343,3.43,0.0781349242967246
344,3.44,0.08281833810105485
345,3.45,0.08744370027052646
346,3.46,0.09201329349044532
347,3.47,0.09652931096500905
348,3.48,0.10099386031536392
349,3.49,0.10540896726645829
350,3.5,0.10977657913472996
351,3.5100000000000002,0.11409856812792118
352,3.52,0.11837673446758783
353,3.5300000000000002,0.12261280934421999
354,3.54,0.12680845771398497
355,3.5500000000000003,0.13096528094768797
356,3.56,0.13508481933507543
357,3.5700000000000003,0.1391685544594938
358,3.58,0.14321791144415427
359,3.59,0.14723426107937043
360,3.6,0.15121892183669874
361,3.61,0.15517316177595333
362,3.62,0.15909820035075334
363,3.63,0.16299521011789764
364,3.64,0.16686531835482146
365,3.65,0.17070960859378215
366,3.66,0.17452912206853327
367,3.67,0.1783248590879533
368,3.68,0.18209778033366678
369,3.69,0.18584880808786663
370,3.7,0.18957882739451445
371,3.71,0.1932886871572068
372,3.72,0.19697920117688492
373,3.73,0.20065114913234952
374,3.74,0.20430527750641192
375,3.75,0.20794230046035017
376,3.7600000000000002,0.2115629006592161
377,3.77,0.21516773005039366
378,3.7800000000000002,0.21875741059770698
379,3.79,0.22233253497325844
380,3.8000000000000003,0.22589366720906523
381,3.81,0.22944134331048455
382,3.8200000000000003,0.2329760718333108
383,3.83,0.2364983344263525
384,3.84,0.24000858634121894
385,3.85,0.24350725691097702
386,3.86,0.24699474999925694
387,3.87,0.25047144442135716
388,3.88,0.2539376943387933
389,3.89,0.2573938296287329
390,3.9,0.26084015622967455
391,3.91,0.2642769564646988
392,3.92,0.26770448934357594
393,3.93,0.2711229908449818
394,3.94,0.27453267418002514
395,3.95,0.2779337300382771
396,3.96,0.2813263268174497
397,3.97,0.2847106108378515
398,3.98,0.28808670654272633
399,3.99,0.2914547166855537
400,4.0,0.29481472250537644
401,4.01,0.2981667838912068
402,4.0200000000000005,0.30151093953652836
403,4.03,0.30484720708493324
404,4.04,0.30817558326788297
405,4.05,0.31149604403559766
406,4.0600000000000005,0.31480854468206015
407,4.07,0.3181130199651091
408,4.08,0.3214093842226047
409,4.09,0.32469753148561425
410,4.1,0.3279773355896012
411,4.11,0.3312486502845469
412,4.12,0.3345113093449805
413,4.13,0.33776512668084535
414,4.14,0.3410098964501581
415,4.15,0.3442453931743838
416,4.16,0.347471371857474
417,4.17,0.3506875681094941
418,4.18,0.35389369827575873
419,4.19,0.35708945957239924
420,4.2,0.36027453022927414
421,4.21,0.36344856964113026
422,4.22,0.36661121852790696
423,4.23,0.3697620991050749
424,4.24,0.37290081526488367
425,4.25,0.37602695276939224
426,4.26,0.37914007945611605
427,4.2700000000000005,0.3822397454571489
428,4.28,0.3853254834325594
429,4.29,0.388396808818875
430,4.3,0.39145322009343214
431,4.3100000000000005,0.3944941990553346
432,4.32,0.3975192111237722
433,4.33,0.4005277056542688
434,4.34,0.40351911627110526
435,4.3500000000000005,0.4055110745500112
436,4.36,0.4044314554644932
437,4.37,0.40337446688933265
438,4.38,0.40233991744368613
439,4.39,0.4013276178425192
440,4.4,0.4003373809054793
441,4.41,0.3993690215655677
442,4.42,0.39842235687558575
443,4.43,0.3974972060124632
444,4.44,0.39659339027956775
445,4.45,0.3957107331071007
446,4.46,0.39484906005066345
447,4.47,0.39400819878809273
448,4.48,0.393187979114641
449,4.49,0.39238823293659275
450,4.5,0.39160879426338363
451,4.51,0.3908494991983045
452,4.5200000000000005,0.39011018592785524
453,4.53,0.3893906947098196
454,4.54,0.38869086786011875
455,4.55,0.38801054973851123
456,4.5600000000000005,0.38734958673319003
457,4.57,0.3867078272443375
458,4.58,0.3860851216666832
459,4.59,0.38548132237112165
460,4.6000000000000005,0.3848962836854305
461,4.61,0.38432986187412177
462,4.62,0.3837819151175498
463,4.63,0.3832523034901138
464,4.64,0.38274088893786046
465,4.65,0.382247535255318
466,4.66,0.38177210806168327
467,4.67,0.38131447477637076
468,4.68,0.38087450459395966
469,4.69,0.3804520684585642
470,4.7,0.3800470390376555
471,4.71,0.37965929069535526
472,4.72,0.3792886994652308
473,4.73,0.3789351430226086
474,4.74,0.3785985006564263
475,4.75,0.37827865324064686
476,4.76,0.37797548320524554
477,4.7700000000000005,0.37768887450679306
478,4.78,0.37741871259864535
479,4.79,0.3771648844007564
480,4.8,0.3769272782691254
481,4.8100000000000005,0.37670578396489374
482,4.82,0.37650029262309803
483,4.83,0.37631069672109346
484,4.84,0.3761368900466557
485,4.8500000000000005,0.37597876766576743
486,4.86,0.37583622589010124
487,4.87,0.3757091622442018
488,4.88,0.37559747543237765
489,4.89,0.3755010653053025
490,4.9,0.3754198328263387
491,4.91,0.3753536800375785
492,4.92,0.37530251002561393
493,4.93,0.3752662268870349
494,4.94,0.3752447356936587
495,4.95,0.3752379424574931
496,4.96,0.3752457540954373
497,4.97,0.3752680783937166
498,4.98,0.37530482397205867
499,4.99,0.375355900247606
500,5.0,0.3754212173985691
501,5.01,0.37550068632761907
502,5.0200000000000005,0.3755942186250173
503,5.03,0.3757017265314864
504,5.04,0.3758231229008176
505,5.05,0.37595832116221534
506,5.0600000000000005,0.376107235282379
507,5.07,0.3762697797273194
508,5.08,0.37644586942390773
509,5.09,0.376635419721161
510,5.1000000000000005,0.37683834635125435
511,5.11,0.37705456539026627
512,5.12,0.377283993218652
513,5.13,0.37752654648144324
514,5.14,0.3777821420481756
515,5.15,0.378050696972539
516,5.16,0.3783321284517539
517,5.17,0.3786263537856636
518,5.18,0.37893329033557216
519,5.19,0.3792528554827598
520,5.2,0.37958496658676083
521,5.21,0.37992954094334325
522,5.22,0.38028649574220974
523,5.23,0.3806557480244233
524,5.24,0.38103721463955126
525,5.25,0.3814308122025317
526,5.26,0.38183645705026636
527,5.2700000000000005,0.38225406519793353
528,5.28,0.3826835522950347
529,5.29,0.3831248335811633
530,5.3,0.3835778238415124
531,5.3100000000000005,0.38404243736211396
532,5.32,0.3845185878848202
533,5.33,0.38500618856202795
534,5.34,0.385505151911153
535,5.3500000000000005,0.3860153897688588
536,5.36,0.3865368132450443
537,5.37,0.38706933267660465
538,5.38,0.38761285758096115
539,5.39,0.3881672966093794
540,5.4,0.38873255750007785
541,5.41,0.3893085470311391
542,5.42,0.38989517097323345
543,5.43,0.3904923340421701
544,5.44,0.3910999398512787
545,5.45,0.3917178908636485
546,5.46,0.3923460883442077
547,5.47,0.39298443231071983
548,5.48,0.3936143253309765
549,5.49,0.3936389043225392
550,5.5,0.3937217582341724
551,5.51,0.39386284910967445
552,5.5200000000000005,0.3940621691648618
553,5.53,0.39431974070336145
554,5.54,0.39463561606036945
555,5.55,0.3950098775737879
556,5.5600000000000005,0.39544263758253617
557,5.57,0.395934038451867
558,5.58,0.39648425262542614
559,5.59,0.3970934827040851
560,5.6000000000000005,0.39776196155122007
561,5.61,0.3984899524244594
562,5.62,0.3992777491337725
563,5.63,0.40012567622583306
564,5.64,0.4010340891946126
565,5.65,0.402003374718162
566,5.66,0.4030339509215647
567,5.67,0.40412626766604726
568,5.68,0.40528080686424933
569,5.69,0.40649808282165634
570,5.7,0.40777864260421337
571,5.71,0.40912306643212787
572,5.72,0.41053196809988374
573,5.73,0.4120059954224758
574,5.74,0.4135458307078694
575,5.75,0.4151521912556905
576,5.76,0.41682582988212136
577,5.7700000000000005,0.4185675354709743
578,5.78,0.4203781335508927
579,5.79,0.42225848689858625
580,5.8,0.42420949616800097
581,5.8100000000000005,0.42623210054526633
582,5.82,0.4283272784292232
583,5.83,0.4304960481372905
584,5.84,0.4327394686363681
585,5.8500000000000005,0.43505864029839186
586,5.86,0.43745470568010814
587,5.87,0.4399288503265232
588,5.88,0.44248230359739865
589,5.89,0.4451163395160501
590,5.9,0.4478322776395921
591,5.91,0.45063148394962244
592,5.92,0.45351537176220236
593,5.93,0.4564854026558092
594,5.94,0.4595430874157546
595,5.95,0.46268998699335745
596,5.96,0.4659277134779267
597,5.97,0.46925793107936165
598,5.98,0.47268235711889706
599,5.99,0.4762027630252011
600,6.0,0.47982097533272533
601,6.01,0.48353887667880463
602,6.0200000000000005,0.48735840679561726
603,6.03,0.49128156349265467
604,6.04,0.49531040362488976
605,6.05,0.49944704404124657
606,6.0600000000000005,0.5036936625074507
607,6.07,0.5080524985966604
608,6.08,0.5125258545405849
609,6.09,0.5171160960330461
610,6.1000000000000005,0.5218256529771347
611,6.11,0.5266570201661369
612,6.12,0.5316127578875341
613,6.13,0.5366954924382122
614,6.140000000000001,0.5419079165379306
615,6.15,0.5472527896268303
616,6.16,0.5527329380313795
617,6.17,0.5583512549817389
618,6.18,0.5641107004618914
619,6.19,0.5700143008716638
620,6.2,0.5760651484822271
621,6.21,0.5822664006499604
622,6.22,0.5886212787797432
623,6.23,0.5951330669933508
624,6.24,0.6018051104779574
625,6.25,0.6086408134864831
626,6.26,0.6156436369405752
627,6.2700000000000005,0.6228170956099323
628,6.28,0.6301647548174137
629,6.29,0.637690226626723
630,6.3,0.6453971654627894
631,6.3100000000000005,0.6532892631116993
632,6.32,0.6613702430430483
633,6.33,0.6696438539935766
634,6.34,0.6781138627466494
635,6.3500000000000005,0.6867840460377531
636,6.36,0.6956581815116787
637,6.37,0.7047400376524272
638,6.38,0.7140333626021542
639,6.390000000000001,0.7235418717807905
640,6.4,0.7332692342133027
641,6.41,0.7432190574669543
642,6.42,0.7533948710965553
643,6.43,0.7638001084915343
644,6.44,0.7744380870149474
645,6.45,0.785311986321326
646,6.46,0.796424824737617
647,6.47,0.8077794335898307
648,6.48,0.8193784293572659
649,6.49,0.831224183536641
650,6.5,0.8433187901007679
651,6.51,0.855664030439921
652,6.5200000000000005,0.8682613356802646
653,6.53,0.8811117462820217
654,6.54,0.8942158688312183
655,6.55,0.9075738299534478
656,6.5600000000000005,0.9211852272961472
657,6.57,0.9350490775481864
658,6.58,0.9491637614925117
659,6.59,0.9635269661196488
660,6.6000000000000005,0.9781356238674515
661,6.61,0.9929858490963941
662,6.62,1.0080728719600445
663,6.63,1.0233909698876986
664,6.640000000000001,1.0389333969610028
665,6.65,1.054692311538705
666,6.66,1.070658702563834
667,6.67,1.0868223150753613
668,6.68,1.1031715755417704
669,6.69,1.1196935177361418
670,6.7,1.1363737099788795
671,6.71,1.1531961846882188
672,6.72,1.1601418707217097
673,6.73,1.1627674220653372
674,6.74,1.1650188090117914
675,6.75,1.166892446666257
676,6.76,1.1683855849963094
677,6.7700000000000005,1.1694963240195764
678,6.78,1.1702236242834079
679,6.79,1.1705673125210412
680,6.8,1.1705280824270308
681,6.8100000000000005,1.1701074905462097
682,6.82,1.1693079473220709
683,6.83,1.1681327034013425
684,6.84,1.166585831340727
685,6.8500000000000005,1.164672202908507
686,6.86,1.162397462217223
687,6.87,1.1597679949632351
688,6.88,1.156790894084063
689,6.890000000000001,1.1534739221745756
690,6.9,1.1498254710279194
691,6.91,1.1458545186861928
692,6.92,1.141570584399713
693,6.93,1.136983681901203
694,6.94,1.132104271403773
695,6.95,1.1269432107283444
696,6.96,1.1215117059580009
697,6.97,1.1158212620039216
698,6.98,1.1098836334504922
699,6.99,1.1037107760264286
700,7.0,1.0973147990247196
701,7.01,1.090707918968681
702,7.0200000000000005,1.0839024147894756
703,7.03,1.0769105847575366
704,7.04,1.0697447053705547
705,7.05,1.0624169923770126
706,7.0600000000000005,1.054939564079277
707,7.07,1.0473244070310956
708,7.08,1.0395833442146978
709,7.09,1.0317280057546054
710,7.1000000000000005,1.0237698021986574
711,7.11,1.0157199003721813
712,7.12,1.007589201788406
713,7.13,0.9993883235778329
714,7.140000000000001,0.9911275818807584
715,7.15,0.9828169776311947
716,7.16,0.9744661846464437
717,7.17,0.9660845399249893
718,7.18,0.9576810360457331
719,7.19,0.9492643155540824
720,7.2,0.9408426672147414
721,7.21,0.9324240240071443
722,7.22,0.9240159627372173
723,7.23,0.9156257051383658
724,7.24,0.9072601203350317
725,7.25,0.8989257285438835
726,7.26,0.8906287058903932
727,7.2700000000000005,0.8823748902220054
728,7.28,0.8741697878034222
729,7.29,0.8660185807843387
730,7.3,0.8579261353352411
731,7.3100000000000005,0.8498970103525534
732,7.32,0.8419354666402759
733,7.33,0.8340454764812958
734,7.34,0.8262307335176836
735,7.3500000000000005,0.8184946628653696
736,7.36,0.8108404313946285
737,7.37,0.8032709581137073
738,7.38,0.7957889245987236
739,7.390000000000001,0.7883967854184784
740,7.4,0.781096778508143
741,7.41,0.7738909354508583
742,7.42,0.7667810916311266
743,7.43,0.7597688962283127
744,7.44,0.7528558220228913
745,7.45,0.7460431749919756
746,7.46,0.7393321036743226
747,7.47,0.7327236082884353
748,7.48,0.7262185495904375
749,7.49,0.7198176574612468
750,7.5,0.7135215392151653
751,7.51,0.7073306876243336
752,7.5200000000000005,0.7012454886555962
753,7.53,0.6952662289181839
754,7.54,0.6893931028223538
755,7.55,0.6836262194505457
756,7.5600000000000005,0.6779656091439558
757,7.57,0.6724112298085433
758,7.58,0.6669629729454728
759,7.59,0.6616206694118594
760,7.6000000000000005,0.6563840949183347
761,7.61,0.6512529752706431
762,7.62,0.6462269913628389
763,7.63,0.6413057839301842
764,7.640000000000001,0.6364889580700458
765,7.65,0.631776087539357
766,7.66,0.6271667188373965
767,7.67,0.622660375082685
768,7.68,0.6182565596927568
769,7.69,0.6139547598764964
770,7.7,0.6097544499457057
771,7.71,0.6056550944576813
772,7.72,0.6016561511950727
773,7.73,0.5977570739925465
774,7.74,0.5939573154184438
775,7.75,0.5902563293196248
776,7.76,0.5866535732375494
777,7.7700000000000005,0.583148510703391
778,7.78,0.5797406134198461
779,7.79,0.5764293633370563
780,7.8,0.5732142546298749
781,7.8100000000000005,0.5700947955835014
782,7.82,0.567070510394297
783,7.83,0.5641409408924084
784,7.84,0.5613056481926064
785,7.8500000000000005,0.5585642142795723
786,7.86,0.555916243533682
787,7.87,0.5533613642031384
788,7.88,0.5508992298281511
789,7.890000000000001,0.5485295206226928
790,7.9,0.5462519448192154
791,7.91,0.5440662399815466
792,7.92,0.541972174291086
793,7.930000000000001,0.5399695478112632
794,7.94,0.5380581937351366
795,7.95,0.5362379796208921
796,7.96,0.534508808619918
797,7.97,0.5328706207020577
798,7.98,0.5313233938825671
799,7.99,0.5298671454552603
800,8.0,0.5285019332362708
801,8.01,0.5272278568228387
802,8.02,0.5260450588715043
803,8.03,0.5249537264001026
804,8.040000000000001,0.5239540921179313
805,8.05,0.5230464357885135
806,8.06,0.5222310856294012
807,8.07,0.5215084197535016
